Book_Title,Book_Author,Year_Of_Publication,Publisher,avg_rating,num_ratings,Image_URL_L
Hearts In Atlantis,Stephen King,2000.0,Pocket,7.6,75,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
Scarlet Feather,Maeve Binchy,2002.0,Signet Book,7.6,65,http://images.amazon.com/images/P/0451203771.01.LZZZZZZZ.jpg
Five Quarters of the Orange,Joanne Harris,2002.0,Perennial,7.597014925373134,67,http://images.amazon.com/images/P/0060958022.01.LZZZZZZZ.jpg
Little Altars Everywhere: A Novel,Rebecca Wells,1996.0,Perennial,7.596774193548387,186,http://images.amazon.com/images/P/0060976845.01.LZZZZZZZ.jpg
Suzanne's Diary for Nicholas,James Patterson,2001.0,"Little, Brown",7.594936708860759,79,http://images.amazon.com/images/P/0316969443.01.LZZZZZZZ.jpg
About a Boy,Nick Hornby,1999.0,Riverhead Books,7.592592592592593,54,http://images.amazon.com/images/P/1573227331.01.LZZZZZZZ.jpg
Everything's Eventual : 14 Dark Tales,Stephen King,2002.0,Pocket,7.588235294117647,51,http://images.amazon.com/images/P/0743457358.01.LZZZZZZZ.jpg
Cause of Death,Patricia Daniels Cornwell,1997.0,Berkley Publishing Group,7.587301587301587,63,http://images.amazon.com/images/P/0425158616.01.LZZZZZZZ.jpg
Before I Say Good-Bye,Mary Higgins Clark,2001.0,Pocket,7.586206896551724,58,http://images.amazon.com/images/P/0671004573.01.LZZZZZZZ.jpg
The Pelican Brief,John Grisham,1993.0,Dell,7.586206896551724,174,http://images.amazon.com/images/P/0440214041.01.LZZZZZZZ.jpg
The Summerhouse,Jude Deveraux,2002.0,Pocket,7.584615384615384,65,http://images.amazon.com/images/P/0671014196.01.LZZZZZZZ.jpg
A Painted House,JOHN GRISHAM,2001.0,Doubleday,7.580246913580247,81,http://images.amazon.com/images/P/038550120X.01.LZZZZZZZ.jpg
Tara Road,Maeve Binchy,2000.0,Dell Publishing Company,7.578947368421052,95,http://images.amazon.com/images/P/0440235596.01.LZZZZZZZ.jpg
The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),ANN PACKER,2003.0,Vintage,7.576923076923077,52,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg
Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002.0,Touchstone,7.574803149606299,127,http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg
Prey,Michael Crichton,2003.0,Avon Books,7.571428571428571,77,http://images.amazon.com/images/P/0061015725.01.LZZZZZZZ.jpg
The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,7.5675675675675675,74,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg
I Is for Innocent,Sue Grafton,1994.0,Fawcett Books,7.5636363636363635,55,http://images.amazon.com/images/P/0449221512.01.LZZZZZZZ.jpg
Daisy Fay and the Miracle Man,Fannie Flagg,1992.0,Warner Books,7.56140350877193,57,http://images.amazon.com/images/P/0446394521.01.LZZZZZZZ.jpg
A Beautiful Mind: The Life of Mathematical Genius and Nobel Laureate John Nash,Sylvia Nasar,2001.0,Simon &amp; Schuster,7.56,50,http://images.amazon.com/images/P/0743224574.01.LZZZZZZZ.jpg
The Search,Iris Johansen,2001.0,Bantam Books,7.5576923076923075,52,http://images.amazon.com/images/P/0553582127.01.LZZZZZZZ.jpg
Summer Sisters,Judy Blume,1999.0,Dell Publishing Company,7.55607476635514,214,http://images.amazon.com/images/P/0440226430.01.LZZZZZZZ.jpg
The Nanny Diaries: A Novel,Emma McLaughlin,2002.0,St. Martin's Press,7.54424778761062,226,http://images.amazon.com/images/P/0312278586.01.LZZZZZZZ.jpg
Bridget Jones: The Edge of Reason,Helen Fielding,2001.0,Penguin Books,7.539823008849558,113,http://images.amazon.com/images/P/0140298479.01.LZZZZZZZ.jpg
Tis: A Memoir,Frank McCourt,2000.0,Scribner,7.538461538461538,52,http://images.amazon.com/images/P/0684865742.01.LZZZZZZZ.jpg
Presumed Innocent,Scott Turow,1989.0,Warner Books,7.5344827586206895,58,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg
She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996.0,Washington Square Press,7.531400966183575,207,http://images.amazon.com/images/P/0671003755.01.LZZZZZZZ.jpg
A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992.0,Ballantine Books,7.527027027027027,74,http://images.amazon.com/images/P/0449907481.01.LZZZZZZZ.jpg
Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,2000.0,Perennial,7.526315789473684,57,http://images.amazon.com/images/P/0688177751.01.LZZZZZZZ.jpg
Bridget Jones's Diary,Helen Fielding,2001.0,Penguin Putnam,7.5256410256410255,78,http://images.amazon.com/images/P/0141000198.01.LZZZZZZZ.jpg
Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001.0,Broadway Books,7.525252525252525,99,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
The Hours : A Novel,Michael Cunningham,2000.0,Picador,7.52054794520548,73,http://images.amazon.com/images/P/0312243022.01.LZZZZZZZ.jpg
Hearts in Atlantis,Stephen King,2001.0,Pocket,7.514285714285714,70,http://images.amazon.com/images/P/0743436210.01.LZZZZZZZ.jpg
Running with Scissors: A Memoir,Augusten Burroughs,2003.0,Picador USA,7.5131578947368425,76,http://images.amazon.com/images/P/031242227X.01.LZZZZZZZ.jpg
When the Wind Blows,James Patterson,1999.0,Warner Vision,7.510204081632653,98,http://images.amazon.com/images/P/0446607657.01.LZZZZZZZ.jpg
Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion,7.51,100,http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg
Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997.0,Health Communications,7.509803921568627,51,http://images.amazon.com/images/P/1558744630.01.LZZZZZZZ.jpg
Cradle and All,James Patterson,2001.0,Warner Vision,7.507936507936508,63,http://images.amazon.com/images/P/0446609404.01.LZZZZZZZ.jpg
The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,7.506578947368421,152,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg
Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001.0,Ballantine Books,7.505263157894737,95,http://images.amazon.com/images/P/0345439104.01.LZZZZZZZ.jpg
The Pilot's Wife : A Novel,Anita Shreve,1999.0,Back Bay Books,7.5036764705882355,272,http://images.amazon.com/images/P/0316601950.01.LZZZZZZZ.jpg
The Blind Assassin,Margaret Atwood,2001.0,Anchor Books/Doubleday,7.5,60,http://images.amazon.com/images/P/0385720955.01.LZZZZZZZ.jpg
Bee Season: A Novel,Myla Goldberg,2001.0,Anchor Books/Doubleday,7.5,90,http://images.amazon.com/images/P/0385498802.01.LZZZZZZZ.jpg
Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001.0,Ballantine Books,7.5,92,http://images.amazon.com/images/P/0345438329.01.LZZZZZZZ.jpg
The Brethren,John Grisham,2000.0,Island,7.5,150,http://images.amazon.com/images/P/0440236673.01.LZZZZZZZ.jpg
Black and Blue,ANNA QUINDLEN,1999.0,Dell,7.5,98,http://images.amazon.com/images/P/0440226104.01.LZZZZZZZ.jpg
White Oleander : A Novel,Janet Fitch,1999.0,"Little, Brown",7.5,120,http://images.amazon.com/images/P/0316569321.01.LZZZZZZZ.jpg
The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997.0,Amber-Allen Publishing,7.5,62,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg
A Bend in the Road,Nicholas Sparks,2002.0,Warner Books,7.486238532110092,109,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg
Gap Creek: The Story Of A Marriage,Robert Morgan,2000.0,Touchstone,7.482758620689655,58,http://images.amazon.com/images/P/0743203631.01.LZZZZZZZ.jpg
The Saving Graces: A Novel,Patricia Gaffney,2000.0,HarperTorch,7.481927710843373,83,http://images.amazon.com/images/P/0061097101.01.LZZZZZZZ.jpg
Daughter of Fortune,Isabel Allende,2000.0,Perennial,7.480769230769231,52,http://images.amazon.com/images/P/0060932759.01.LZZZZZZZ.jpg
What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998.0,Perennial,7.479591836734694,98,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg
The Stone Diaries,Carol Shields,1995.0,Penguin Books,7.47457627118644,59,http://images.amazon.com/images/P/014023313X.01.LZZZZZZZ.jpg
The Dress Lodger (Ballantine Reader's Circle),Sheri Holman,2001.0,Ballantine Books,7.472727272727273,55,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg
Midnight in the Garden of Good and Evil,John Berendt,1999.0,Vintage Books USA,7.46875,64,http://images.amazon.com/images/P/0679751521.01.LZZZZZZZ.jpg
Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,7.4646464646464645,99,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg
Jewel,Bret Lott,1999.0,Washington Square Press,7.463414634146342,82,http://images.amazon.com/images/P/0671038184.01.LZZZZZZZ.jpg
Secret History,DONNA TARTT,1993.0,Ballantine Books,7.462686567164179,67,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995.0,Ace Books,7.461538461538462,52,http://images.amazon.com/images/P/0441304834.01.LZZZZZZZ.jpg
Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK),7.458333333333333,72,http://images.amazon.com/images/P/0330332775.01.LZZZZZZZ.jpg
Falling Angels,Tracy Chevalier,2002.0,Plume Books,7.455882352941177,68,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg
Airframe,Michael Crichton,1997.0,Ballantine Books,7.455696202531645,79,http://images.amazon.com/images/P/0345402871.01.LZZZZZZZ.jpg
The Horse Whisperer,Nicholas Evans,1996.0,Dell,7.45,140,http://images.amazon.com/images/P/0440222656.01.LZZZZZZZ.jpg
The Beach House,James Patterson,2002.0,"Little, Brown",7.448717948717949,78,http://images.amazon.com/images/P/0316969680.01.LZZZZZZZ.jpg
White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,7.444444444444445,63,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg
Skipping Christmas,JOHN GRISHAM,2001.0,Doubleday,7.441666666666666,120,http://images.amazon.com/images/P/0385505833.01.LZZZZZZZ.jpg
Sphere,MICHAEL CRICHTON,1988.0,Ballantine Books,7.4411764705882355,136,http://images.amazon.com/images/P/0345353145.01.LZZZZZZZ.jpg
"Like Water for Chocolate: A Novel in Monthly Installments With Recipes, Romances and Home Remedies",Laura Esquivel,1994.0,Anchor Books/Doubleday,7.440677966101695,59,http://images.amazon.com/images/P/0385474016.01.LZZZZZZZ.jpg
The Dive From Clausen's Pier (Alex Awards),ANN PACKER,2002.0,Knopf,7.4363636363636365,55,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg
Message in a Bottle,Nicholas Sparks,1999.0,Warner Vision,7.435114503816794,131,http://images.amazon.com/images/P/0446606812.01.LZZZZZZZ.jpg
The Rainmaker,JOHN GRISHAM,1996.0,Dell,7.434782608695652,138,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg
Violets Are Blue,James Patterson,2001.0,"Little, Brown",7.433962264150943,53,http://images.amazon.com/images/P/0316693235.01.LZZZZZZZ.jpg
The English Patient,Michael Ondaatje,1996.0,Vintage Books USA,7.433333333333334,90,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg
The Chamber,John Grisham,1995.0,Dell Publishing Company,7.431506849315069,146,http://images.amazon.com/images/P/0440220602.01.LZZZZZZZ.jpg
Visions of Sugar Plums,Janet Evanovich,2002.0,St. Martin's Press,7.428571428571429,56,http://images.amazon.com/images/P/0312306326.01.LZZZZZZZ.jpg
The Street Lawyer,John Grisham,1998.0,Doubleday Books,7.421052631578948,57,http://images.amazon.com/images/P/0385490992.01.LZZZZZZZ.jpg
The Idiot Girls' Action Adventure Club,Laurie Notaro,2002.0,Villard Books,7.42,50,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg
The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,7.42,100,http://images.amazon.com/images/P/0345351525.01.LZZZZZZZ.jpg
FORREST GUMP (Movie Tie in),Winston Groom,1994.0,Pocket,7.42,50,http://images.amazon.com/images/P/0671894455.01.LZZZZZZZ.jpg
The House on Mango Street (Vintage Contemporaries),SANDRA CISNEROS,1991.0,Vintage,7.419354838709677,62,http://images.amazon.com/images/P/0679734775.01.LZZZZZZZ.jpg
Pop Goes the Weasel,James Patterson,2000.0,Warner Vision,7.416666666666667,72,http://images.amazon.com/images/P/0446608815.01.LZZZZZZZ.jpg
The King of Torts,John Grisham,2003.0,Doubleday Books,7.415730337078652,89,http://images.amazon.com/images/P/0385508042.01.LZZZZZZZ.jpg
The Rescue,Nicholas Sparks,2001.0,Warner Books,7.415730337078652,89,http://images.amazon.com/images/P/0446610399.01.LZZZZZZZ.jpg
The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990.0,Anchor,7.4,115,http://images.amazon.com/images/P/0385265700.01.LZZZZZZZ.jpg
Daughter of Fortune: A Novel,Isabel Allende,2001.0,HarperTorch,7.39622641509434,53,http://images.amazon.com/images/P/038082101X.01.LZZZZZZZ.jpg
"Loves Music, Loves to Dance",Mary Higgins Clark,1992.0,Pocket,7.388888888888889,54,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998.0,HarperTorch,7.38135593220339,118,http://images.amazon.com/images/P/006101351X.01.LZZZZZZZ.jpg
The Shipping News : A Novel,Annie Proulx,2001.0,Scribner,7.3768115942028984,69,http://images.amazon.com/images/P/0743225406.01.LZZZZZZZ.jpg
"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999.0,HarperCollins,7.371681415929204,113,http://images.amazon.com/images/P/0064407667.01.LZZZZZZZ.jpg
Gerald's Game,Stephen King,2001.0,Signet Book,7.367647058823529,68,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
The Bluest Eye,Toni Morrison,2000.0,Plume Books,7.36,50,http://images.amazon.com/images/P/0452282195.01.LZZZZZZZ.jpg
Disclosure,Michael Crichton,1994.0,Ballantine Books,7.358974358974359,78,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg
The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,7.3561643835616435,73,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg
Carolina Moon,Nora Roberts,2001.0,Jove Books,7.344262295081967,61,http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg
Ellen Foster,Kaye Gibbons,1997.0,Vintage Books,7.342465753424658,73,http://images.amazon.com/images/P/0375703055.01.LZZZZZZZ.jpg
The Deep End of the Ocean (Oprah's Book Club (Hardcover)),Jacquelyn Mitchard,1996.0,Penguin USA,7.34,50,http://images.amazon.com/images/P/0670865796.01.LZZZZZZZ.jpg
Song of Solomon (Oprah's Book Club (Paperback)),Toni Morrison,1987.0,Plume Books,7.339622641509434,53,http://images.amazon.com/images/P/0452260116.01.LZZZZZZZ.jpg
"Girl, Interrupted",SUSANNA KAYSEN,1994.0,Vintage,7.338983050847458,118,http://images.amazon.com/images/P/0679746048.01.LZZZZZZZ.jpg
A Painted House,John Grisham,2001.0,Dell Publishing Company,7.338078291814947,281,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg
"\O\"" Is for Outlaw""",SUE GRAFTON,2001.0,Ballantine Books,7.333333333333333,66,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
Three Junes,JULIA GLASS,2003.0,Anchor,7.333333333333333,54,http://images.amazon.com/images/P/0385721420.01.LZZZZZZZ.jpg
A Separate Peace,John Knowles,1985.0,Bantam Books,7.333333333333333,54,http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg
Rising Sun,MICHAEL CRICHTON,1992.0,Ballantine Books,7.329545454545454,88,http://images.amazon.com/images/P/0345380371.01.LZZZZZZZ.jpg
Blow Fly: A Scarpetta Novel,Patricia Cornwell,2003.0,Putnam Publishing Group,7.327586206896552,58,http://images.amazon.com/images/P/0399150897.01.LZZZZZZZ.jpg
House of Sand and Fog,Andre Dubus III,2000.0,Vintage Books,7.327510917030568,229,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg
Dust to Dust,TAMI HOAG,2002.0,Bantam,7.32,50,http://images.amazon.com/images/P/0553582526.01.LZZZZZZZ.jpg
Flesh and Blood,Jonathan Kellerman,2002.0,Ballantine Books,7.316666666666666,60,http://images.amazon.com/images/P/034541389X.01.LZZZZZZZ.jpg
The Testament,John Grisham,1999.0,Doubleday Books,7.314814814814815,54,http://images.amazon.com/images/P/0385493800.01.LZZZZZZZ.jpg
The Last Precinct,Patricia Cornwell,2001.0,Berkley Publishing Group,7.309523809523809,84,http://images.amazon.com/images/P/0425180638.01.LZZZZZZZ.jpg
The Chamber,John Grisham,1994.0,Doubleday Books,7.3090909090909095,55,http://images.amazon.com/images/P/0385424728.01.LZZZZZZZ.jpg
The Nanny Diaries: A Novel,Emma McLaughlin,2003.0,St. Martin's Griffin,7.293413173652695,167,http://images.amazon.com/images/P/0312291639.01.LZZZZZZZ.jpg
From a Buick 8 : A Novel,Stephen King,2002.0,Scribner,7.288135593220339,59,http://images.amazon.com/images/P/0743211375.01.LZZZZZZZ.jpg
Bridget Jones : The Edge of Reason,Helen Fielding,2000.0,Viking Books,7.285714285714286,63,http://images.amazon.com/images/P/0670892963.01.LZZZZZZZ.jpg
The Summons,John Grisham,2002.0,Dell Publishing Company,7.285,200,http://images.amazon.com/images/P/0440241073.01.LZZZZZZZ.jpg
The Summons,John Grisham,2002.0,Doubleday Books,7.280373831775701,107,http://images.amazon.com/images/P/0385503822.01.LZZZZZZZ.jpg
Icy Sparks,Gwyn Hyman Rubio,2001.0,Penguin Books,7.27906976744186,129,http://images.amazon.com/images/P/0142000205.01.LZZZZZZZ.jpg
Open House,Elizabeth Berg,2000.0,Random House Trade,7.277777777777778,54,http://images.amazon.com/images/P/0375506039.01.LZZZZZZZ.jpg
Dreamcatcher,Stephen King,2001.0,Pocket,7.276595744680851,94,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg
Back Roads,Tawni O'Dell,2001.0,Signet Book,7.2745098039215685,51,http://images.amazon.com/images/P/0451202341.01.LZZZZZZZ.jpg
The Woman Next Door,Barbara Delinsky,2002.0,Pocket,7.2745098039215685,51,http://images.amazon.com/images/P/0743411250.01.LZZZZZZZ.jpg
The Winner,David Baldacci,1998.0,Warner Vision,7.2727272727272725,55,http://images.amazon.com/images/P/0446606324.01.LZZZZZZZ.jpg
P Is for Peril,Sue Grafton,2002.0,Ballantine Books,7.2592592592592595,81,http://images.amazon.com/images/P/0449003795.01.LZZZZZZZ.jpg
"The Shelters of Stone (Earth's Children Series, No 5)",JEAN M. AUEL,2002.0,Crown,7.258620689655173,58,http://images.amazon.com/images/P/0609610597.01.LZZZZZZZ.jpg
Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,7.256756756756757,74,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg
Congo,Michael Crichton,1995.0,Ballantine Books,7.255102040816326,98,http://images.amazon.com/images/P/0345378490.01.LZZZZZZZ.jpg
Dreamcatcher,Stephen King,2003.0,Pocket,7.254901960784314,51,http://images.amazon.com/images/P/0743467523.01.LZZZZZZZ.jpg
The Villa,Nora Roberts,2002.0,Jove Books,7.25,60,http://images.amazon.com/images/P/0515132187.01.LZZZZZZZ.jpg
Deja Dead,Kathy Reichs,1998.0,Pocket,7.25,56,http://images.amazon.com/images/P/0671011367.01.LZZZZZZZ.jpg
The Brethren,JOHN GRISHAM,2000.0,Doubleday,7.245901639344262,61,http://images.amazon.com/images/P/0385497466.01.LZZZZZZZ.jpg
The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998.0,Back Bay Books,7.241935483870968,62,http://images.amazon.com/images/P/0316780375.01.LZZZZZZZ.jpg
The Bonfire of the Vanities,Tom Wolfe,1988.0,Bantam Books,7.232142857142857,56,http://images.amazon.com/images/P/0553275976.01.LZZZZZZZ.jpg
The Loop,Nicholas Evans,1999.0,Dell Publishing Company,7.228070175438597,57,http://images.amazon.com/images/P/0440224624.01.LZZZZZZZ.jpg
The Lost World,Michael Crichton,1996.0,Ballantine Books,7.22680412371134,97,http://images.amazon.com/images/P/034540288X.01.LZZZZZZZ.jpg
Final Target,Iris Johansen,2002.0,Bantam Books,7.226415094339623,53,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg
The Celestine Prophecy (Celestine Prophecy),James Redfield,1994.0,Warner Books,7.222222222222222,72,http://images.amazon.com/images/P/044651862X.01.LZZZZZZZ.jpg
Open House (Oprah's Book Club (Paperback)),Elizabeth Berg,2001.0,Ballantine Books,7.222222222222222,63,http://images.amazon.com/images/P/0345435168.01.LZZZZZZZ.jpg
Here on Earth,Alice Hoffman,1998.0,Berkley Publishing Group,7.211267605633803,71,http://images.amazon.com/images/P/0425167313.01.LZZZZZZZ.jpg
The Reader,Bernhard Schlink,1999.0,Vintage Books USA,7.206896551724138,145,http://images.amazon.com/images/P/0375707972.01.LZZZZZZZ.jpg
A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987.0,Grove Press,7.202898550724638,69,http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg
The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993.0,Ballantine Books,7.188888888888889,90,http://images.amazon.com/images/P/034538475X.01.LZZZZZZZ.jpg
Shopgirl,Steve Martin,2001.0,Hyperion,7.185714285714286,70,http://images.amazon.com/images/P/0786885688.01.LZZZZZZZ.jpg
A Heartbreaking Work of Staggering Genius,Dave Eggers,2001.0,Vintage Books USA,7.180555555555555,144,http://images.amazon.com/images/P/0375725784.01.LZZZZZZZ.jpg
The Simple Truth,David Baldacci,1999.0,Warner Books,7.163636363636364,55,http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg
The Tommyknockers,Stephen King,1994.0,Signet Book,7.16,75,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
Hannibal,Thomas Harris,2000.0,Dell Publishing Company,7.158415841584159,101,http://images.amazon.com/images/P/0440224675.01.LZZZZZZZ.jpg
Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998.0,Putnam Pub Group (Paper),7.155555555555556,90,http://images.amazon.com/images/P/0399144463.01.LZZZZZZZ.jpg
Tis : A Memoir,Frank McCourt,1999.0,Scribner,7.142857142857143,77,http://images.amazon.com/images/P/0684848783.01.LZZZZZZZ.jpg
The Corrections: A Novel,Jonathan Franzen,2002.0,Picador USA,7.138888888888889,72,http://images.amazon.com/images/P/0312421273.01.LZZZZZZZ.jpg
"Breath, Eyes, Memory",Edwidge Danticat,1998.0,Vintage Books USA,7.137254901960785,51,http://images.amazon.com/images/P/037570504X.01.LZZZZZZZ.jpg
Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002.0,Ballantine Books,7.117647058823529,68,http://images.amazon.com/images/P/0345446860.01.LZZZZZZZ.jpg
The Girl Who Loved Tom Gordon : A Novel,Stephen King,1999.0,Scribner,7.116666666666666,60,http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg
A Virtuous Woman (Oprah's Book Club (Paperback)),Kaye Gibbons,1997.0,Vintage Books,7.109090909090909,55,http://images.amazon.com/images/P/0375703063.01.LZZZZZZZ.jpg
Ashes to Ashes,TAMI HOAG,2000.0,Bantam,7.096153846153846,52,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg
The Girl Who Loved Tom Gordon,Stephen King,2000.0,Pocket,7.063157894736842,95,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg
We Were the Mulvaneys,Joyce Carol Oates,1996.0,Plume,7.057553956834532,139,http://images.amazon.com/images/P/0452282829.01.LZZZZZZZ.jpg
Mrs Dalloway,Virginia Woolf,1990.0,Harvest Books,7.056603773584905,53,http://images.amazon.com/images/P/0156628708.01.LZZZZZZZ.jpg
While I Was Gone,Sue Miller,1999.0,Ballantine Books,7.021739130434782,138,http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg
The Devil Wears Prada : A Novel,LAUREN WEISBERGER,2003.0,Doubleday,7.016393442622951,61,http://images.amazon.com/images/P/038550926X.01.LZZZZZZZ.jpg
Hannibal,Thomas Harris,1999.0,Del Sol Press,7.0,54,http://images.amazon.com/images/P/038529929X.01.LZZZZZZZ.jpg
A Map of the World,Jane Hamilton,1999.0,Anchor Books/Doubleday,7.0,111,http://images.amazon.com/images/P/0385720106.01.LZZZZZZZ.jpg
Seven Habits Of Highly Effective People,Stephen R. Covey,1990.0,Free Press,7.0,52,http://images.amazon.com/images/P/0671708635.01.LZZZZZZZ.jpg
American Psycho (Vintage Contemporaries),Bret Easton Ellis,2000.0,Vintage Books USA,6.9818181818181815,55,http://images.amazon.com/images/P/0679735771.01.LZZZZZZZ.jpg
Dreamcatcher,Stephen King,2001.0,Scribner,6.964912280701754,57,http://images.amazon.com/images/P/0743211383.01.LZZZZZZZ.jpg
The Girls' Guide to Hunting and Fishing,Melissa Bank,1999.0,Viking Books,6.95945945945946,74,http://images.amazon.com/images/P/067088300X.01.LZZZZZZZ.jpg
A Case of Need,Michael Crichton,1994.0,Signet Book,6.950819672131147,61,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
The Last Time They Met : A Novel,Anita Shreve,2001.0,"Little, Brown",6.95,60,http://images.amazon.com/images/P/0316781142.01.LZZZZZZZ.jpg
"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992.0,HarperCollins Publishers,6.947368421052632,57,http://images.amazon.com/images/P/006016848X.01.LZZZZZZZ.jpg
Full House (Janet Evanovich's Full Series),Janet Evanovich,2002.0,St. Martin's Paperbacks,6.920353982300885,113,http://images.amazon.com/images/P/0312983271.01.LZZZZZZZ.jpg
The Girls' Guide to Hunting and Fishing,Melissa Bank,2000.0,Penguin Books,6.909090909090909,165,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg
"River, Cross My Heart",Breena Clarke,1999.0,Little Brown &amp; Company,6.8307692307692305,65,http://images.amazon.com/images/P/0316899984.01.LZZZZZZZ.jpg
Southern Cross,Patricia Daniels Cornwell,1999.0,Berkley Publishing Group,6.8076923076923075,52,http://images.amazon.com/images/P/0425172546.01.LZZZZZZZ.jpg
Charming Billy,Alice McDermott,1999.0,Delta,6.803921568627451,51,http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg
The Corrections,Jonathan Franzen,2001.0,Farrar Straus &amp; Giroux,6.80327868852459,61,http://images.amazon.com/images/P/0374129983.01.LZZZZZZZ.jpg
The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books,6.7926829268292686,82,http://images.amazon.com/images/P/0316781266.01.LZZZZZZZ.jpg
Wifey,Judy Blume,1989.0,Pocket,6.696428571428571,56,http://images.amazon.com/images/P/0671693816.01.LZZZZZZZ.jpg
